Unnamed: 0,User,org:resource,concept:name,Cumulative net worth (EUR),time:timestamp,case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case:concept:name,case:Goods Receipt
1591697,1591697,user_604,user_604,Clear Invoice,6125.0,2018-07-04 14:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591698,1591698,user_602,user_602,Change Approval for Purchase Order,6125.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591699,1591699,user_603,user_603,Change Approval for Purchase Order,6125.0,2018-07-06 09:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591700,1591700,user_602,user_602,Change Approval for Purchase Order,6125.0,2018-07-31 10:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591701,1591701,user_603,user_603,Change Approval for Purchase Order,6125.0,2018-07-31 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591702,1591702,user_602,user_602,Change Approval for Purchase Order,6125.0,2018-08-13 08:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591703,1591703,user_603,user_603,Change Approval for Purchase Order,6125.0,2018-08-13 09:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591704,1591704,user_602,user_602,Change Approval for Purchase Order,6125.0,2018-11-07 14:14:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591705,1591705,user_603,user_603,Change Approval for Purchase Order,6125.0,2018-11-08 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591706,1591706,user_603,user_603,Change Approval for Purchase Order,5929.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591707,1591707,NONE,NONE,Vendor creates invoice,5929.0,2018-05-07 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591708,1591708,user_602,user_602,Change Approval for Purchase Order,5929.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591709,1591709,user_602,user_602,Create Purchase Order Item,5929.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591710,1591710,user_603,user_603,Change Approval for Purchase Order,5929.0,2018-06-27 09:05:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591711,1591711,batch_00,batch_00,Record Invoice Receipt,5929.0,2018-06-28 12:34:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591712,1591712,user_604,user_604,Clear Invoice,5929.0,2018-07-04 14:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591713,1591713,user_602,user_602,Change Approval for Purchase Order,5929.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591714,1591714,user_603,user_603,Change Approval for Purchase Order,5929.0,2018-07-06 09:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591715,1591715,user_602,user_602,Change Approval for Purchase Order,5929.0,2018-07-31 10:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591716,1591716,user_603,user_603,Change Approval for Purchase Order,5929.0,2018-07-31 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591717,1591717,user_602,user_602,Change Approval for Purchase Order,5929.0,2018-08-13 08:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591718,1591718,user_603,user_603,Change Approval for Purchase Order,5929.0,2018-08-13 09:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591719,1591719,user_602,user_602,Change Approval for Purchase Order,5929.0,2018-11-07 14:14:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591720,1591720,user_603,user_603,Change Approval for Purchase Order,5929.0,2018-11-08 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,60,4507076129_00060,False
1591721,1591721,user_603,user_603,Change Approval for Purchase Order,5802.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591722,1591722,NONE,NONE,Vendor creates invoice,5802.0,2018-06-07 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591723,1591723,user_602,user_602,Change Approval for Purchase Order,5802.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591724,1591724,user_602,user_602,Create Purchase Order Item,5802.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591725,1591725,user_603,user_603,Change Approval for Purchase Order,5802.0,2018-06-27 09:05:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591726,1591726,batch_00,batch_00,Record Invoice Receipt,5802.0,2018-06-28 13:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591727,1591727,user_602,user_602,Change Approval for Purchase Order,5802.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591728,1591728,user_603,user_603,Change Approval for Purchase Order,5802.0,2018-07-06 09:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591729,1591729,user_604,user_604,Clear Invoice,5802.0,2018-07-25 15:03:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591730,1591730,user_602,user_602,Change Approval for Purchase Order,5802.0,2018-07-31 10:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591731,1591731,user_603,user_603,Change Approval for Purchase Order,5802.0,2018-07-31 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591732,1591732,user_602,user_602,Change Approval for Purchase Order,5802.0,2018-08-13 08:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591733,1591733,user_603,user_603,Change Approval for Purchase Order,5802.0,2018-08-13 09:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591734,1591734,user_602,user_602,Change Approval for Purchase Order,5802.0,2018-11-07 14:14:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591735,1591735,user_603,user_603,Change Approval for Purchase Order,5802.0,2018-11-08 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,70,4507076129_00070,False
1591736,1591736,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591737,1591737,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591738,1591738,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-06-27 09:05:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591739,1591739,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591740,1591740,user_602,user_602,Create Purchase Order Item,6096.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591741,1591741,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-07-06 09:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591742,1591742,NONE,NONE,Vendor creates invoice,6096.0,2018-07-06 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591743,1591743,user_359,user_359,Record Invoice Receipt,6096.0,2018-07-09 10:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591744,1591744,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-07-31 10:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591745,1591745,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-07-31 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591746,1591746,user_197,user_197,Clear Invoice,6096.0,2018-08-02 08:17:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591747,1591747,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-08-13 08:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591748,1591748,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-08-13 09:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591749,1591749,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-11-07 14:14:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591750,1591750,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-11-08 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,80,4507076129_00080,False
1591751,1591751,user_603,user_603,Change Approval for Purchase Order,6282.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,90,4507076129_00090,False
1591752,1591752,user_602,user_602,Change Approval for Purchase Order,6282.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,90,4507076129_00090,False
